Player,Matchup,League,Category,PrizePicks Line,RotoWire Proj,RotoWire Proj
Kylen Granson,vs TB,NFL,Receiving Yards,21.5,23.42,8.93%
Patrick Mahomes,@ LV,NFL,Rush Attempts,4.5,4.10,-8.89%
A.J. Brown,vs BUF,NFL,Targets,9,8.20,-8.89%
Travis Kelce,@ LV,NFL,Receiving Yards,69.5,75.67,8.88%
Austin Ekeler,vs BAL,NFL,Rush + Rec Yds,84.5,77.00,-8.88%
Rhamondre Stevenson,@ NYG,NFL,Rush + Rec Yds,81.5,74.28,-8.86%
Brandon Ingram,@ UTA,NBA1H,Pts+Rebs+Asts,20.5,18.69,-8.84%
Chigoziem Okonkwo,vs CAR,NFL,Receptions,2.5,2.72,8.80%
Devin Singletary,vs JAX,NFL,Rush Attempts,12.5,13.60,8.80%
Keyonte George,vs NOP,NBA1H,Points,6.5,7.07,8.76%
Chris Godwin,@ IND,NFL,Targets,8,7.30,-8.75%
Najee Harris,@ CIN,NFL,Rush + Rec Yds,61.5,66.87,8.73%
DeAndre Hopkins,vs CAR,NFL,Receptions,4.5,4.89,8.67%
Nick Folk,vs CAR,NFL,Kicking Points,6.5,7.06,8.62%
Kyrie Irving,@ LAC,NBA,Fantasy Score,41.5,37.93,-8.61%
Paul George,vs DAL,NBA,Rebounds,6.5,7.06,8.60%
Joshua Dobbs,vs CHI,NFL,Pass + Rush Yds,279.5,255.48,-8.59%
Baker Mayfield,@ IND,NFL,Pass Yards,244.5,223.52,-8.58%
Christian Kirk,@ HOU,NFL,Fantasy Score,13,11.89,-8.52%
Christian Kirk,@ HOU,NFL1H,Fantasy Score,6.5,5.95,-8.52%
Jarrett Allen,vs LAL,NBA4Q,Points,3.5,3.20,-8.50%
Simone Fontecchio,vs NOP,NBA,Rebounds,2.5,2.71,8.48%
Josh Downs,vs TB,NFL,Fantasy Score,10.5,11.39,8.48%
Will Levis,vs CAR,NFL,Pass Attempts,29.5,32.00,8.47%
Kenny Pickett,@ CIN,NFL,Pass Attempts,29.5,27.00,-8.47%
Cade Otton,@ IND,NFL,Receiving Yards,29.5,32.00,8.47%
Will Levis,vs CAR,NFL1H,Fantasy Score,5.5,5.97,8.46%
Devontez Walker,@ North Carolina State,CFB2H,Receiving Yards,44.5,40.75,-8.43%
Marcus Rashford,@ EVE,SOCCER,Shots,2.5,2.29,-8.40%
Jake Elliott,vs BUF,NFL1H,Fantasy Score,4,4.33,8.37%
DeVonta Smith,vs BUF,NFL,Fantasy Score,12.5,13.55,8.37%
Randy Bullock,vs NE,NFL,Kicking Points,5.5,5.04,-8.32%
Cade Otton,@ IND,NFL,Fantasy Score,7.5,6.88,-8.32%
Will Levis,vs CAR,NFL,Fantasy Score,13,11.93,-8.22%
Chuba Hubbard,@ TEN,NFL,Rush Yards,45.5,41.76,-8.22%
Travis Kelce,@ LV,NFL,Touchdowns,0.5,0.54,8.20%
Terance Mann,vs DAL,NBA,Rebounds,3.5,3.79,8.19%
Josh Jacobs,vs KC,NFL,Rush + Rec Yds,87.5,80.38,-8.14%
Matt Ammendola,vs JAX,NFL1H,Fantasy Score,4,4.33,8.13%
Marquise Brown,vs LAR,NFL,Receiving Yards,53.5,57.85,8.13%
Russell Wilson,vs CLE,NFL,Pass Completions,18,16.54,-8.09%
Mikko Rantanen,vs CGY,NHL,Assists,0.5,0.54,8.07%
Paul George,vs DAL,NBA,Pts+Rebs+Asts,36.5,33.56,-8.05%
Derrick Henry,vs CAR,NFL,Rush + Rec Yds,83.5,76.79,-8.04%
Lamar Jackson,@ LAC,NFL1H,Pass Yards,115.5,106.23,-8.03%
Brandon Ingram,@ UTA,NBA,Pts+Rebs,34.5,31.73,-8.02%
Paul George,vs DAL,NBA1H,Fantasy Score,21.5,19.78,-8.01%
Andrew Mangiapane,@ COL,NHL,Shots on Goal,2,2.16,8.01%
DeVonta Smith,vs BUF,NFL,Targets,7.5,6.90,-8.00%
Keaton Mitchell,@ LAC,NFL,Rush Attempts,7.5,8.10,8.00%
Jonathan Taylor,vs TB,NFL,Rush Attempts,20,21.60,8.00%
Dameon Pierce,vs JAX,NFL,Rush Attempts,7.5,6.90,-8.00%
Chase McLaughlin,@ IND,NFL,FG Made,1.5,1.38,-7.95%
Malik Sherrod,@ San Diego State,CFB,Rush Yards,65.5,70.70,7.94%
Patrick Mahomes,@ LV,NFL1H,Fantasy Score,10.5,11.33,7.94%
Jake Browning,vs PIT,NFL1H,Pass Yards,94.5,102.00,7.94%
Kyle Burroughs,vs VAN,NHL,Blocked Shots,1.5,1.62,7.91%
Herbert Jones,@ UTA,NBA,Pts+Rebs,16.5,17.80,7.90%
Phil Mafah,@ South Carolina,CFB2H,Fantasy Score,7.5,8.09,7.86%
Baker Mayfield,@ IND,NFL,Pass + Rush Yds,256.5,236.48,-7.80%
Derek Carr,@ ATL,NFL,Fantasy Score,16,14.75,-7.79%
Ezekiel Elliott,@ NYG,NFL,Receiving Yards,7.5,6.92,-7.78%
James Harden,vs DAL,NBA,Assists,8.5,7.84,-7.76%
Kyler Murray,vs LAR,NFL,Pass Completions,20.5,22.08,7.72%
William Karlsson,vs ARI,NHL,Shots on Goal,2.5,2.31,-7.72%
Brandon Ingram,@ UTA,NBA,Pts+Rebs+Asts,40.5,37.38,-7.71%
Bryce Young,@ TEN,NFL,Pass Attempts,32.5,35.00,7.69%
James Harden,vs DAL,NBA,Fantasy Score,37,39.84,7.68%
James Harden,vs DAL,NBA1H,Fantasy Score,18.5,19.92,7.68%
Mike Evans,@ IND,NFL,Fantasy Score,13.5,12.46,-7.67%
Derek Carr,@ ATL,NFL1H,Pass Yards,124.5,114.99,-7.64%
Josh Downs,vs TB,NFL,Receiving Yards,47.5,51.11,7.59%
Casey DeSmith,@ SJ,NHL,Goalie Saves,25.5,23.57,-7.57%
D'Andre Swift,vs BUF,NFL,Receiving Yards,15.5,16.67,7.56%
Devin Singletary,vs JAX,NFL,Fantasy Score,11,10.17,-7.53%
Devin Singletary,vs JAX,NFL,Receiving Yards,10.5,9.71,-7.52%
Jalin Hyatt,vs NE,NFL,Receiving Yards,22.5,24.19,7.51%
Bryce Young,@ TEN,NFL,Rush Yards,8.5,9.14,7.50%
Chad Ryland,@ NYG,NFL,Kicking Points,6.5,6.01,-7.50%
Kyrie Irving,@ LAC,NBA1H,Fantasy Score,20.5,18.96,-7.49%
Brandon Ingram,@ UTA,NBA1Q,Points,7,6.48,-7.43%
Matthew Stafford,@ ARI,NFL,Pass + Rush Yds,254.5,235.62,-7.42%
Gardner Minshew,vs TB,NFL,Pass Yards,240.5,258.28,7.39%
Russell Wilson,vs CLE,NFL1H,Pass Yards,97.5,90.32,-7.36%
James Harden,vs DAL,NBA,Pts+Asts,24.5,26.30,7.34%
Luka Doncic,@ LAC,NBA1Q,Points,7.5,6.95,-7.34%
James Cook,@ PHI,NFL,Rush Yards,47.5,50.98,7.33%
Bryce Young,@ TEN,NFL,Pass Yards,199.5,214.10,7.32%
Dorian Thompson-Robinson,@ DEN,NFL1H,Pass Yards,83.5,89.61,7.32%
Luka Doncic,@ LAC,NBA,Pts+Asts,38.5,35.69,-7.30%
Tank Dell,vs JAX,NFL,Receiving Yards,63.5,68.13,7.29%
Rashee Rice,@ LV,NFL,Targets,5.5,5.10,-7.27%
Tommy DeVito,vs NE,NFL,Pass Attempts,27.5,25.50,-7.27%
Matthew Stafford,@ ARI,NFL,Pass Attempts,34.5,32.00,-7.25%
Brandon Ingram,@ UTA,NBA,Fantasy Score,45.5,42.23,-7.20%
Isiah Pacheco,@ LV,NFL,Rush + Rec Yds,91.5,84.92,-7.19%
Keyonte George,vs NOP,NBA,Pts+Rebs,17.5,18.76,7.18%
Justin Fields,@ MIN,NFL,Pass Completions,17.5,16.24,-7.17%
Trevor Lawrence,@ HOU,NFL1H,Fantasy Score,9,9.64,7.16%
Sebastiano Luperto,vs SAS,SOCCER,Clearances,3.5,3.25,-7.14%
Amari Cooper,@ DEN,NFL,Targets,7,7.50,7.14%
Lamar Jackson,@ LAC,NFL,Pass Completions,19.5,18.12,-7.08%
Bryce Young,@ TEN,NFL,Pass Completions,20.5,19.05,-7.08%
Harrison Butker,@ LV,NFL1H,Fantasy Score,5,4.65,-7.06%
Russell Westbrook,vs DAL,NBA,Assists,3.5,3.75,7.01%
Devon Toews,vs CGY,NHL,Points,0.5,0.53,6.97%
John Collins,vs NOP,NBA1H,Fantasy Score,16,14.89,-6.94%
John Collins,vs NOP,NBA,Fantasy Score,32,29.78,-6.94%
Travis Etienne,@ HOU,NFL,Receptions,3,2.79,-6.91%
Paul George,vs DAL,NBA1Q,Points,6,5.59,-6.89%
Travis Kelce,@ LV,NFL1H,Fantasy Score,8,8.55,6.89%
Isiah Pacheco,@ LV,NFL,Receiving Yards,20.5,21.91,6.88%
Alec Pierce,vs TB,NFL,Receiving Yards,27.5,25.63,-6.80%
Rhamondre Stevenson,@ NYG,NFL,Receiving Yards,20.5,21.89,6.79%
Puka Nacua,@ ARI,NFL,Receiving Yards,62.5,66.74,6.78%
Matthew Stafford,@ ARI,NFL,Pass Yards,248.5,231.71,-6.76%
Tim Hardaway Jr.,@ LAC,NBA1H,Pts+Rebs+Asts,10,10.67,6.70%
Derrick Henry,vs CAR,NFL1H,Fantasy Score,6.5,6.06,-6.70%
Dyson Daniels,@ UTA,NBA,Rebs+Asts,10,9.33,-6.69%
Tim Melia,@ HOU,SOCCER,Goalie Saves,3,3.20,6.67%
Chuba Hubbard,@ TEN,NFL,Rush Attempts,12,11.20,-6.67%
Ivan Cavaleiro,@ OL,SOCCER,Shots,1.5,1.60,6.67%
Nico Collins,vs JAX,NFL,Receptions,4.5,4.80,6.67%
Michael Mayer,vs KC,NFL,Receiving Yards,22.5,24.00,6.67%
Logan Cooley,@ VGK,NHL,Shots on Goal,2,1.87,-6.66%
Ivica Zubac,vs DAL,NBA,Pts+Rebs+Asts,19.5,20.80,6.65%
Rashee Rice,@ LV,NFL1H,Receiving Yards,20.5,21.86,6.63%
Travis Kelce,@ LV,NFL1H,Receiving Yards,35.5,37.84,6.58%
Jaylen Warren,@ CIN,NFL,Receptions,2.5,2.66,6.56%
Patrick Mahomes,@ LV,NFL,Rush Yards,20.5,21.82,6.46%
Devontez Walker,@ North Carolina State,CFB2H,Fantasy Score,9.5,8.89,-6.45%
Rasmus Andersson,@ COL,NHL,Shots on Goal,2,2.13,6.45%
Mikko Rantanen,vs CGY,NHL,Goals,0.5,0.53,6.43%
Josh Jacobs,vs KC,NFL,Receiving Yards,17.5,16.38,-6.40%
Najee Harris,@ CIN,NFL,Rush Yards,48.5,51.59,6.38%
Kareem Hunt,@ DEN,NFL,Rush + Rec Yds,48.5,45.41,-6.37%
Jonathan Mingo,@ TEN,NFL,Receiving Yards,26.5,28.18,6.35%
Greg Joseph,vs CHI,NFL,FG Made,1.5,1.60,6.35%
Dalton Schultz,vs JAX,NFL,Receiving Yards,39.5,37.00,-6.33%
Samaje Perine,vs CLE,NFL,Receiving Yards,19.5,18.27,-6.31%
Chris Olave,@ ATL,NFL1H,Receiving Yards,35.5,33.26,-6.31%
Jalen Hurts,vs BUF,NFL1H,Fantasy Score,11,11.69,6.30%
Jonathan Taylor,vs TB,NFL,Receptions,3.5,3.28,-6.29%
Alvin Kamara,@ ATL,NFL,Receiving Yards,37.5,35.15,-6.27%
Devin Singletary,vs JAX,NFL1H,Rush Yards,24.5,26.04,6.27%
Luka Doncic,@ LAC,NBA,Pts+Rebs,39.5,37.03,-6.26%
Younghoe Koo,vs NO,NFL1H,Fantasy Score,4,4.25,6.25%
Herbert Jones,@ UTA,NBA,Rebs+Asts,7.5,7.97,6.22%
Nathan MacKinnon,vs CGY,NHL,Goals,0.5,0.47,-6.20%
Brandon Ingram,@ UTA,NBA1H,Fantasy Score,22.5,21.11,-6.17%
Mario Anderson,vs Clemson,CFB2H,Rush Yards,30.5,32.38,6.16%
Joshua Dobbs,vs CHI,NFL,Rush Attempts,6.5,6.90,6.15%
Steven McBride,vs Colorado State,CFB,Receiving Yards,60.5,56.79,-6.14%
Justin Fields,@ MIN,NFL,Touchdowns,1.5,1.59,6.11%
Blake Grupe,@ ATL,NFL1H,Fantasy Score,4,3.76,-6.09%
Aidan O'Connell,vs KC,NFL1H,Fantasy Score,4.5,4.77,6.09%
Lucas Havrisik,@ ARI,NFL,Kicking Points,6.5,6.11,-6.07%
Dyson Daniels,@ UTA,NBA,Pts+Rebs+Asts,19.5,18.32,-6.07%
Travis Etienne,@ HOU,NFL,Receiving Yards,20.5,21.74,6.04%
Odell Beckham Jr,@ LAC,NFL,Receiving Yards,41.5,39.00,-6.02%
Alec Pierce,vs TB,NFL,Receptions,2,1.88,-5.98%
Drake Maye,@ North Carolina State,CFB2H,Pass Yards,143.5,134.93,-5.98%
Matt Gay,vs TB,NFL1H,Fantasy Score,4,4.24,5.96%
Patrick Mahomes,@ LV,NFL1H,Pass Yards,137.5,145.57,5.87%
D'Andre Swift,vs BUF,NFL,Rush + Rec Yds,77.5,81.97,5.77%
Justin Fields,@ MIN,NFL,Pass Attempts,26.5,28.00,5.66%
Baker Mayfield,@ IND,NFL,Fantasy Score,15.5,16.38,5.65%
Dyson Daniels,@ UTA,NBA1H,Fantasy Score,13,12.27,-5.65%
Chase McLaughlin,@ IND,NFL,Fantasy Score,7.5,7.08,-5.65%
Derrick Jones Jr.,@ LAC,NBA,Points,7.5,7.92,5.64%
Simone Fontecchio,vs NOP,NBA,Pts+Rebs,12.5,11.80,-5.64%
Matt Gay,vs TB,NFL,Kicking Points,7,7.39,5.63%
Will Shipley,@ South Carolina,CFB2H,Rush Yards,36.5,34.45,-5.62%
A.J. Brown,vs BUF,NFL,Fantasy Score,17,17.95,5.61%
Austin Ekeler,vs BAL,NFL,Rush Attempts,12.5,13.20,5.60%
Chris Olave,@ ATL,NFL1H,Fantasy Score,6.5,6.86,5.58%
Bryce Young,@ TEN,NFL,Pass + Rush Yds,211.5,223.24,5.55%
Tyler Bass,@ PHI,NFL1H,Fantasy Score,4,4.22,5.50%
Martin Terrier,vs SR,SOCCER,Shots,2,2.11,5.50%
Givani Smith,vs VAN,NHL,Hits,1.5,1.42,-5.48%
Kyrie Irving,@ LAC,NBA,Rebs+Asts,9.5,10.02,5.48%
Dalton Schultz,vs JAX,NFL,Targets,5.5,5.20,-5.45%
Trevor Lawrence,@ HOU,NFL,Pass Completions,23.5,24.78,5.45%
Luka Doncic,@ LAC,NBA,Pts+Rebs+Asts,47.5,44.92,-5.44%
Patrick Mahomes,@ LV,NFL,Fantasy Score,21.5,22.67,5.43%
Herbert Jones,@ UTA,NBA1H,Points,6,6.32,5.41%
Dyson Daniels,@ UTA,NBA,Points,9.5,8.99,-5.41%
Jerome Ford,@ DEN,NFL,Rush + Rec Yds,67.5,63.86,-5.39%
Rashee Rice,@ LV,NFL,Receiving Yards,41.5,43.72,5.34%
Kawhi Leonard,vs DAL,NBA,Pts+Rebs,30.5,28.88,-5.30%
Najee Harris,@ CIN,NFL1H,Rush Yards,24.5,25.80,5.29%
Jalen Hurts,vs BUF,NFL,Rush Attempts,9.5,10.00,5.26%
Alvin Kamara,@ ATL,NFL,Rush + Rec Yds,89.5,94.21,5.26%
Kyler Murray,vs LAR,NFL,Pass Yards,225.5,237.32,5.24%
Nick Westbrook-Ikhine,vs CAR,NFL,Receiving Yards,18.5,19.47,5.24%
James Cook,@ PHI,NFL,Rush + Rec Yds,66.5,69.98,5.23%
Saquon Barkley,vs NE,NFL,Fantasy Score,15.5,16.31,5.23%
Mike Evans,@ IND,NFL,Receiving Yards,63.5,60.18,-5.23%
Russell Wilson,vs CLE,NFL,Pass Yards,190.5,180.65,-5.17%
Desmond Ridder,vs NO,NFL,Pass Yards,192.5,202.43,5.16%
Derrick Henry,vs CAR,NFL,Rush Yards,70.5,66.87,-5.15%
DeAndre Hopkins,vs CAR,NFL1H,Fantasy Score,6,6.30,4.95%
Justin Fields,@ MIN,NFL,Rush Yards,52.5,49.91,-4.94%
Alvin Kamara,@ ATL,NFL,Fantasy Score,16,16.79,4.92%
Desmond Ridder,vs NO,NFL1H,Pass Yards,96.5,101.22,4.89%
Odell Beckham Jr,@ LAC,NFL1H,Receiving Yards,20.5,19.50,-4.88%
Rashee Rice,@ LV,NFL,Fantasy Score,10.5,9.99,-4.87%
Isiah Pacheco,@ LV,NFL,Rush Attempts,16.5,15.70,-4.85%
Luka Doncic,@ LAC,NBA,Free Throws Made,6.5,6.19,-4.84%
Tim Hardaway Jr.,@ LAC,NBA1H,Fantasy Score,12,12.58,4.81%
James Cook,@ PHI,NFL,Fantasy Score,11,11.53,4.80%
James Cook,@ PHI,NFL1H,Fantasy Score,5.5,5.76,4.80%
Ethan Garbers,vs California,CFB,Pass Yards,204.5,214.23,4.76%
Jakobi Meyers,vs KC,NFL,Receiving Yards,37.5,39.28,4.75%
C.J. Stroud,vs JAX,NFL,Pass Yards,275.5,262.44,-4.74%
Keyonte George,vs NOP,NBA,Points,13.5,14.14,4.73%
Desmond Ridder,vs NO,NFL,Rush Yards,13.5,14.14,4.73%
Ja'Marr Chase,vs PIT,NFL,Receptions,5.5,5.76,4.73%
Ilya Mikheyev,@ SJ,NHL,Points,0.5,0.52,4.71%
Paul George,vs DAL,NBA,Fantasy Score,41.5,39.56,-4.69%
Alvin Kamara,@ ATL,NFL,Receptions,4.5,4.29,-4.67%
DeVonta Smith,vs BUF,NFL,Receptions,5,4.77,-4.66%
Calvin Ridley,@ HOU,NFL,Fantasy Score,12.5,11.92,-4.64%
Matthew Stafford,@ ARI,NFL,Pass Completions,21.5,20.50,-4.63%
Kawhi Leonard,vs DAL,NBA,Pts+Rebs+Asts,33.5,31.96,-4.60%
Russell Westbrook,vs DAL,NBA,Pts+Asts,12.5,13.07,4.58%
Kawhi Leonard,vs DAL,NBA,Turnovers,1.5,1.57,4.55%
Dorian Thompson-Robinson,@ DEN,NFL,Pass + Rush Yds,198.5,207.49,4.53%
Jakobi Meyers,vs KC,NFL,Fantasy Score,8.5,8.88,4.51%
Kyren Williams,@ ARI,NFL,Rush + Rec Yds,80.5,84.12,4.50%
Joe Mixon,vs PIT,NFL,Receiving Yards,16.5,15.76,-4.49%
Rachaad White,@ IND,NFL,Rush Attempts,13.5,12.90,-4.44%
Jonathan Mingo,@ TEN,NFL1H,Receiving Yards,13.5,14.09,4.38%
Simone Fontecchio,vs NOP,NBA,Points,9.5,9.08,-4.38%
Derek Carr,@ ATL,NFL,Pass Yards,240.5,229.97,-4.38%
Jonas Valanciunas,@ UTA,NBA1H,Pts+Rebs+Asts,14.5,15.14,4.38%
Jake Browning,vs PIT,NFL,Pass Completions,18.5,17.69,-4.36%
Nathan MacKinnon,vs CGY,NHL,Shots on Goal,4.5,4.70,4.35%
Josh Downs,vs TB,NFL1H,Receiving Yards,24.5,25.55,4.30%
Trevor Lawrence,@ HOU,NFL,Rush Yards,17.5,18.25,4.29%
Zay Flowers,@ LAC,NFL,Targets,7,6.70,-4.29%
Chris Olave,@ ATL,NFL,Receiving Yards,69.5,66.52,-4.28%
Josh Jacobs,vs KC,NFL1H,Fantasy Score,6.5,6.78,4.27%
Isaiah Likely,@ LAC,NFL,Receiving Yards,29.5,30.75,4.24%
Justin Herbert,vs BAL,NFL,Pass Attempts,35.5,34.00,-4.23%
C.J. Stroud,vs JAX,NFL,Pass + Rush Yds,282.5,270.77,-4.15%
Travis Etienne,@ HOU,NFL,Rush + Rec Yds,92.5,88.74,-4.07%
Jalen Hurts,vs BUF,NFL,INT,0.5,0.52,4.03%
Luka Doncic,@ LAC,NBA1H,Fantasy Score,27.5,26.39,-4.03%
Brandon McManus,@ HOU,NFL,Fantasy Score,8.5,8.16,-4.01%
Stijn Spierings,@ NIC,SOCCER,Tackles,2,2.08,4.00%
Nick Folk,vs CAR,NFL,Fantasy Score,7.5,7.80,4.00%
Jalen Hurts,vs BUF,NFL,Fantasy Score,22.5,23.39,3.94%
Wan'Dale Robinson,vs NE,NFL1H,Fantasy Score,4,3.84,-3.94%
Greg Joseph,vs CHI,NFL,Kicking Points,7.5,7.21,-3.89%
Mike Evans,@ IND,NFL1H,Fantasy Score,6,6.23,3.87%
Paul George,vs DAL,NBA,Steals,1.5,1.44,-3.83%
Michael Pittman Jr.,vs TB,NFL,Receptions,6,6.23,3.83%
Jalen Hurts,vs BUF,NFL,Pass + Rush Yds,283.5,272.64,-3.83%
Lamar Jackson,@ LAC,NFL,Pass + Rush Yds,282.5,271.76,-3.80%
Brayden Schager,vs Colorado State,CFB,Pass Yards,265.5,275.54,3.78%
Tank Dell,vs JAX,NFL,Targets,8,8.30,3.75%
K.J. Osborn,vs CHI,NFL,Receptions,3,2.89,-3.75%
Omarion Hampton,@ North Carolina State,CFB2H,Fantasy Score,11.5,11.07,-3.72%
Rhamondre Stevenson,@ NYG,NFL,Rush Attempts,13.5,13.00,-3.70%
Blake Grupe,@ ATL,NFL,FG Made,1.5,1.44,-3.68%
Kyrie Irving,@ LAC,NBA,Blks+Stls,1.5,1.55,3.65%
Travis Kelce,@ LV,NFL,Fantasy Score,16.5,17.10,3.65%
Rhamondre Stevenson,@ NYG,NFL,Fantasy Score,13.5,13.01,-3.64%
Russell Westbrook,vs DAL,NBA1H,Points,4.5,4.66,3.64%
Russell Westbrook,vs DAL,NBA,Points,9,9.33,3.64%
Derek Carr,@ ATL,NFL,Pass + Rush Yds,242.5,233.72,-3.62%
Jaydn Ott,@ UCLA,CFB,Rush Yards,83.5,86.52,3.62%
Dyson Daniels,@ UTA,NBA1H,Pts+Rebs+Asts,9.5,9.16,-3.60%
Keyonte George,vs NOP,NBA,Rebs+Asts,9.5,9.16,-3.56%
Tim Hardaway Jr.,@ LAC,NBA,Pts+Rebs,18.5,19.15,3.54%
Chase McLaughlin,@ IND,NFL,Kicking Points,6.5,6.27,-3.53%
Dorian Thompson-Robinson,@ DEN,NFL,Pass Attempts,28.5,29.50,3.51%
Calvin Ridley,@ HOU,NFL,Receptions,4.5,4.34,-3.49%
Kyrie Irving,@ LAC,NBA,Assists,5,4.83,-3.43%
Justin Fields,@ MIN,NFL,Pass + Rush Yds,249.5,241.05,-3.39%
Eddy Pineiro,@ TEN,NFL,Fantasy Score,6.5,6.28,-3.34%
Russell Westbrook,vs DAL,NBA,Rebs+Asts,7.5,7.75,3.34%
D.J. Moore,@ MIN,NFL,Receiving Yards,59.5,61.48,3.33%
Nick Folk,vs CAR,NFL,FG Made,1.5,1.55,3.33%
Drake Maye,@ North Carolina State,CFB2H,Fantasy Score,12.5,12.92,3.33%
Leandro Paredes,vs UDI,SOCCER,Tackles,1.5,1.55,3.33%
Kawhi Leonard,vs DAL,NBA,Free Throws Made,3.5,3.62,3.31%
Derek Carr,@ ATL,NFL,Pass Attempts,33.5,32.40,-3.28%
Travis Kelce,@ LV,NFL,Receptions,6.5,6.29,-3.25%
C.J. Stroud,vs JAX,NFL,Fantasy Score,18,18.58,3.21%
Justin Watson,@ LV,NFL,Receptions,2.5,2.42,-3.20%
Josh Jacobs,vs KC,NFL,Fantasy Score,14,13.56,-3.18%
Mike Gesicki,@ NYG,NFL,Receiving Yards,17.5,16.94,-3.18%
Kawhi Leonard,vs DAL,NBA1H,Pts+Rebs+Asts,16.5,15.98,-3.15%
A.J. Brown,vs BUF,NFL,Receiving Yards,82.5,85.07,3.12%
Jonas Valanciunas,@ UTA,NBA1Q,Points,4,4.12,3.10%
Matt Prater,vs LAR,NFL,FG Made,1.5,1.55,3.09%
Herbert Jones,@ UTA,NBA,Pts+Rebs+Asts,20,20.62,3.08%
Justin Watson,@ LV,NFL,Fantasy Score,6.5,6.70,3.05%
David Njoku,@ DEN,NFL,Receiving Yards,39.5,40.70,3.04%
Derrick Henry,vs CAR,NFL,Rush Attempts,16.5,16.00,-3.03%
Michael Pittman Jr.,vs TB,NFL,Fantasy Score,15,15.45,3.01%
Michael Pittman Jr.,vs TB,NFL1H,Fantasy Score,7.5,7.73,3.01%
Justin Herbert,vs BAL,NFL,Pass + Rush Yds,270.5,262.36,-3.01%
Harrison Butker,@ LV,NFL,Kicking Points,8,8.24,3.00%
Kyren Williams,@ ARI,NFL,Rush Attempts,13.5,13.90,2.96%
Connor Ingram,@ VGK,NHL,Goalie Saves,29.5,28.65,-2.88%
Desmond Ridder,vs NO,NFL,Pass + Rush Yds,210.5,216.57,2.88%
Herbert Jones,@ UTA,NBA,Fantasy Score,30,29.14,-2.86%
Herbert Jones,@ UTA,NBA1H,Fantasy Score,15,14.57,-2.86%
Jake Browning,vs PIT,NFL,Pass Attempts,31.5,30.60,-2.86%
Jonathan Taylor,vs TB,NFL,Fantasy Score,16.5,16.97,2.83%
Keaton Mitchell,@ LAC,NFL,Rush + Rec Yds,53.5,55.00,2.80%
C.J. Stroud,vs JAX,NFL,Pass Attempts,36,37.00,2.78%
Wil Lutz,vs CLE,NFL,Kicking Points,6.5,6.68,2.76%
Dorian Thompson-Robinson,@ DEN,NFL,Pass Yards,174.5,179.22,2.70%
Gardner Minshew,vs TB,NFL,Touchdowns,1.5,1.54,2.67%
George Pickens,@ CIN,NFL,Receiving Yards,43.5,44.65,2.63%
Brandon Ingram,@ UTA,NBA,Assists,5.5,5.64,2.59%
Jakobi Meyers,vs KC,NFL,Receptions,3.5,3.41,-2.57%
Juju Smith-Schuster,@ NYG,NFL,Receiving Yards,24.5,23.88,-2.55%
Luka Doncic,@ LAC,NBA,Rebounds,9,9.23,2.54%
Jalin Hyatt,vs NE,NFL,Fantasy Score,5,5.13,2.52%
Jalin Hyatt,vs NE,NFL1H,Fantasy Score,2.5,2.56,2.52%
Nick Folk,vs CAR,NFL1H,Fantasy Score,4,3.90,-2.50%
Federico Valverde,@ CAD,SOCCER,Shots,2,1.95,-2.50%
A.J. Brown,vs BUF,NFL1H,Receiving Yards,41.5,42.54,2.49%
Wan'Dale Robinson,vs NE,NFL,Fantasy Score,7.5,7.69,2.47%
Jerome Ford,@ DEN,NFL,Rush Attempts,12.5,12.80,2.40%
Adam Thielen,@ TEN,NFL,Targets,8.5,8.30,-2.35%
DeAndre Hopkins,vs CAR,NFL,Receiving Yards,58.5,57.14,-2.32%
Tyjae Spears,vs CAR,NFL,Receiving Yards,17.5,17.90,2.31%
Joshua Dobbs,vs CHI,NFL1H,Pass Yards,115.5,112.84,-2.30%
Josh Jacobs,vs KC,NFL,Rush Yards,65.5,64.00,-2.29%
Jonathan Marchessault,vs ARI,NHL,Shots on Goal,3.5,3.42,-2.27%
Dameon Pierce,vs JAX,NFL,Rush Yards,29.5,30.17,2.27%
Tim Hardaway Jr.,@ LAC,NBA,Pts+Asts,16.5,16.87,2.22%
Courtland Sutton,vs CLE,NFL1H,Receiving Yards,22.5,22.00,-2.22%
Ja'Marr Chase,vs PIT,NFL,Targets,9,9.20,2.22%
Chris Godwin,@ IND,NFL,Fantasy Score,12.5,12.77,2.20%
Cole Kmet,@ MIN,NFL,Receiving Yards,36.5,37.30,2.20%
Will Levis,vs CAR,NFL,Pass Completions,18,17.61,-2.19%
Patrick Mahomes,@ LV,NFL,Pass Completions,23.5,24.01,2.19%
Davante Adams,vs KC,NFL,Receptions,5.5,5.38,-2.18%
Harrison Butker,@ LV,NFL,Fantasy Score,9.5,9.29,-2.17%
Jonas Valanciunas,@ UTA,NBA1H,Fantasy Score,18,17.61,-2.16%
Tim Hardaway Jr.,@ LAC,NBA,Points,15,14.68,-2.13%
Tim Hardaway Jr.,@ LAC,NBA1H,Points,7.5,7.34,-2.13%
Khalil Herbert,@ MIN,NFL,Rush + Rec Yds,68.5,69.94,2.10%
Isiah Pacheco,@ LV,NFL,Fantasy Score,15,15.31,2.08%
Desmond Ridder,vs NO,NFL,Pass Completions,18,18.37,2.07%
